year,month,day,hour,NCP kW,CP kW,kWh
2018,6,14,16,5640,,
2018,6,14,17,5592,,
2018,6,14,18,5232,,
2018,6,14,19,5280,,
2018,6,14,20,5160,,
2018,6,14,21,4824,,
2018,6,14,22,4896,,
2018,6,14,23,4704,,
2018,6,14,24,4464,,
2018,6,15,1,4128,,
2018,6,15,2,3672,,
2018,6,15,3,3384,,
2018,6,15,4,3432,,
2018,6,15,5,3384,,
2018,6,15,6,3480,,
2018,6,15,7,3792,,
2018,6,15,8,4296,,
2018,6,15,9,4704,,
2018,6,15,10,4896,,
2018,6,15,11,5016,,
2018,6,15,12,5112,,
2018,6,15,13,5088,,
2018,6,15,14,5088,,
2018,6,15,15,5136,,
2018,6,15,16,5256,,
2018,6,15,17,5064,,
2018,6,15,18,4776,,
2018,6,15,19,4704,,
2018,6,15,20,4632,,
2018,6,15,21,4584,,
2018,6,15,22,4536,,
2018,6,15,23,4272,,
2018,6,15,24,4032,,
2018,6,16,1,3768,,
2018,6,16,2,3312,,
2018,6,16,3,3120,,
2018,6,16,4,3096,,
2018,6,16,5,3096,,
2018,6,16,6,3096,,
2018,6,16,7,3072,,
2018,6,16,8,3648,,
2018,6,16,9,4080,,
2018,6,16,10,4368,,
2018,6,16,11,4608,,
2018,6,16,12,4776,,
2018,6,16,13,4728,,
2018,6,16,14,4776,,
2018,6,16,15,4896,,
2018,6,16,16,5040,,
2018,6,16,17,5136,,
2018,6,16,18,5064,,
2018,6,16,19,5064,,
2018,6,16,20,4752,,
2018,6,16,21,4560,,
2018,6,16,22,4776,,
2018,6,16,23,4608,,
2018,6,16,24,4320,,
2018,6,17,1,3888,,
2018,6,17,2,3432,,
2018,6,17,3,3264,,
2018,6,17,4,3360,,
2018,6,17,5,3288,,
2018,6,17,6,3240,,
2018,6,17,7,3168,,
2018,6,17,8,3720,,
2018,6,17,9,4320,,
2018,6,17,10,4464,,
2018,6,17,11,4776,,
2018,6,17,12,5136,,
2018,6,17,13,5160,,
2018,6,17,14,5088,,
2018,6,17,15,5280,,
2018,6,17,16,5328,,
2018,6,17,17,5304,,
2018,6,17,18,5400,,
2018,6,17,19,5400,,
2018,6,17,20,5400,,
2018,6,17,21,5160,,
2018,6,17,22,5256,,
2018,6,17,23,4872,,
2018,6,17,24,4488,,
2018,6,18,1,3840,,
2018,6,18,2,3648,,
2018,6,18,3,3504,,
2018,6,18,4,3504,,
2018,6,18,5,3336,,
2018,6,18,6,3528,,
2018,6,18,7,3816,,
2018,6,18,8,4152,,
2018,6,18,9,4896,,
2018,6,18,10,5016,,
2018,6,18,11,4944,,
2018,6,18,12,5568,,
2018,6,18,13,5664,,
2018,6,18,14,5808,,
2018,6,18,15,6096,,
2018,6,18,16,6024,,
2018,6,18,17,5952,,
2018,6,18,18,5736,,
2018,6,18,19,5640,,
2018,6,18,20,5232,,
2018,6,18,21,5280,,
2018,6,18,22,5304,,
2018,6,18,23,4968,,
2018,6,18,24,4656,,
2018,6,19,1,4224,,
2018,6,19,2,3456,,
2018,6,19,3,3744,,
2018,6,19,4,3744,,
2018,6,19,5,3528,,
2018,6,19,6,3600,,
2018,6,19,7,3960,,
2018,6,19,8,4584,,
2018,6,19,9,5088,,
2018,6,19,10,5376,,
2018,6,19,11,5496,,
2018,6,19,12,5880,,
2018,6,19,13,6024,,
2018,6,19,14,6000,,
2018,6,19,15,6144,,
2018,6,19,16,6384,,
2018,6,19,17,6384,,
2018,6,19,18,6000,,
2018,6,19,19,5712,,
2018,6,19,20,5712,,
2018,6,19,21,5568,,
2018,6,19,22,5400,,
2018,6,19,23,5064,,
2018,6,19,24,4824,,
2018,6,20,1,4272,,
2018,6,20,2,3936,,
2018,6,20,3,3456,,
2018,6,20,4,3384,,
2018,6,20,5,3384,,
2018,6,20,6,3480,,
2018,6,20,7,3840,,
2018,6,20,8,4152,,
2018,6,20,9,4248,,
2018,6,20,10,4320,,
2018,6,20,11,4488,,
2018,6,20,12,4800,,
2018,6,20,13,5472,,
2018,6,20,14,5760,,
2018,6,20,15,6072,,
2018,6,20,16,6024,,
2018,6,20,17,5952,,
2018,6,20,18,5736,,
2018,6,20,19,5712,,
2018,6,20,20,5448,,
2018,6,20,21,5280,,
2018,6,20,22,5040,,
2018,6,20,23,4944,,
2018,6,20,24,4704,,
2018,6,21,1,4440,,
2018,6,21,2,3912,,
2018,6,21,3,3552,,
2018,6,21,4,3432,,
2018,6,21,5,3408,,
2018,6,21,6,3504,,
2018,6,21,7,4032,,
2018,6,21,8,4488,,
2018,6,21,9,4704,,
2018,6,21,10,5112,,
2018,6,21,11,5568,,
2018,6,21,12,5760,,
2018,6,21,13,5856,,
2018,6,21,14,5928,,
2018,6,21,15,6120,,
2018,6,21,16,5952,,
2018,6,21,17,5928,,
2018,6,21,18,5520,,
2018,6,21,19,5424,,
2018,6,21,20,5520,,
2018,6,21,21,5256,,
2018,6,21,22,5136,,
2018,6,21,23,4992,,
2018,6,21,24,4824,,
2018,6,22,1,4392,,
2018,6,22,2,3864,,
2018,6,22,3,3480,,
2018,6,22,4,3456,,
2018,6,22,5,3504,,
2018,6,22,6,3600,,
2018,6,22,7,3912,,
2018,6,22,8,4488,,
2018,6,22,9,4872,,
2018,6,22,10,5136,,
2018,6,22,11,5352,,
2018,6,22,12,5544,,
2018,6,22,13,5592,,
2018,6,22,14,5880,,
2018,6,22,15,6072,,
2018,6,22,16,6000,,
2018,6,22,17,5784,,
2018,6,22,18,5592,,
2018,6,22,19,5808,,
2018,6,22,20,5688,,
2018,6,22,21,5328,,
2018,6,22,22,5232,,
2018,6,22,23,5016,,
2018,6,22,24,4752,,
2018,6,23,1,4560,,
2018,6,23,2,4248,,
2018,6,23,3,3840,,
2018,6,23,4,3600,,
2018,6,23,5,3408,,
2018,6,23,6,3408,,
2018,6,23,7,3360,,
2018,6,23,8,4032,,
2018,6,23,9,4560,,
2018,6,23,10,4728,,
2018,6,23,11,5136,,
2018,6,23,12,5304,,
2018,6,23,13,5112,,
2018,6,23,14,5376,,
2018,6,23,15,5160,,
2018,6,23,16,5328,,
2018,6,23,17,5232,,
2018,6,23,18,5400,,
2018,6,23,19,5280,,
2018,6,23,20,5184,,
2018,6,23,21,5280,,
2018,6,23,22,5208,,
2018,6,23,23,4800,,
2018,6,23,24,4824,,
2018,6,24,1,4656,,
2018,6,24,2,4152,,
2018,6,24,3,3720,,
2018,6,24,4,3672,,
2018,6,24,5,3384,,
2018,6,24,6,3312,,
2018,6,24,7,3408,,
2018,6,24,8,4176,,
2018,6,24,9,4632,,
2018,6,24,10,4800,,
2018,6,24,11,5040,,
2018,6,24,12,5376,,
2018,6,24,13,5232,,
2018,6,24,14,5256,,
2018,6,24,15,5640,,
2018,6,24,16,5784,,
2018,6,24,17,5880,,
2018,6,24,18,5760,,
2018,6,24,19,5904,,
2018,6,24,20,5640,,
2018,6,24,21,5352,,
2018,6,24,22,5328,,
2018,6,24,23,5112,,
2018,6,24,24,4992,,
2018,6,25,1,4512,,
2018,6,25,2,3792,,
2018,6,25,3,3648,,
2018,6,25,4,3408,,
2018,6,25,5,3384,,
2018,6,25,6,3456,,
2018,6,25,7,3816,,
2018,6,25,8,4128,,
2018,6,25,9,4368,,
2018,6,25,10,4608,,
2018,6,25,11,4848,,
2018,6,25,12,5256,,
2018,6,25,13,5496,,
2018,6,25,14,5376,,
2018,6,25,15,5520,,
2018,6,25,16,5448,,
2018,6,25,17,5448,,
2018,6,25,18,5280,,
2018,6,25,19,5400,,
2018,6,25,20,5160,,
2018,6,25,21,4968,,
2018,6,25,22,5016,,
2018,6,25,23,4920,,
2018,6,25,24,4440,,
2018,6,26,1,4152,,
2018,6,26,2,3888,,
2018,6,26,3,3456,,
2018,6,26,4,3240,,
2018,6,26,5,3216,,
2018,6,26,6,3408,,
2018,6,26,7,3792,,
2018,6,26,8,4296,,
2018,6,26,9,4800,,
2018,6,26,10,4704,,
2018,6,26,11,4968,,
2018,6,26,12,5016,,
2018,6,26,13,4896,,
2018,6,26,14,5112,,
2018,6,26,15,4992,,
2018,6,26,16,4848,,
2018,6,26,17,4680,,
2018,6,26,18,4608,,
2018,6,26,19,4632,,
2018,6,26,20,4680,,
2018,6,26,21,4536,,
2018,6,26,22,4464,,
2018,6,26,23,4344,,
2018,6,26,24,4224,,
2018,6,27,1,4008,,
2018,6,27,2,3648,,
2018,6,27,3,3096,,
2018,6,27,4,3024,,
2018,6,27,5,3024,,
2018,6,27,6,3072,,
2018,6,27,7,3480,,
2018,6,27,8,4008,,
2018,6,27,9,4248,,
2018,6,27,10,4416,,
2018,6,27,11,4752,,
2018,6,27,12,4992,,
2018,6,27,13,5160,,
2018,6,27,14,5304,,
2018,6,27,15,5520,,
2018,6,27,16,5736,,
2018,6,27,17,5496,,
2018,6,27,18,5760,,
2018,6,27,19,5736,,
2018,6,27,20,5496,,
2018,6,27,21,5280,,
2018,6,27,22,5352,,
2018,6,27,23,5112,,
2018,6,27,24,4776,,
2018,6,28,1,4296,,
2018,6,28,2,3840,,
2018,6,28,3,3552,,
2018,6,28,4,3432,,
2018,6,28,5,3360,,
2018,6,28,6,3408,,
2018,6,28,7,3648,,
2018,6,28,8,4248,,
2018,6,28,9,4800,,
2018,6,28,10,4920,,
2018,6,28,11,5088,,
2018,6,28,12,5232,,
2018,6,28,13,5544,,
2018,6,28,14,5688,,
2018,6,28,15,5760,,
2018,6,28,16,5664,,
2018,6,28,17,5736,,
2018,6,28,18,5688,,
2018,6,28,19,5496,,
2018,6,28,20,5304,,
2018,6,28,21,5328,,
2018,6,28,22,5256,,
2018,6,28,23,4872,,
2018,6,28,24,4776,,
2018,6,29,1,4416,,
2018,6,29,2,3912,,
2018,6,29,3,3624,,
2018,6,29,4,3576,,
2018,6,29,5,3336,,
2018,6,29,6,3504,,
2018,6,29,7,3912,,
2018,6,29,8,4632,,
2018,6,29,9,4896,,
2018,6,29,10,5160,,
2018,6,29,11,5304,,
2018,6,29,12,5496,,
2018,6,29,13,5616,,
2018,6,29,14,5592,,
2018,6,29,15,5832,,
2018,6,29,16,6048,,
2018,6,29,17,5856,,
2018,6,29,18,5808,,
2018,6,29,19,5808,,
2018,6,29,20,5736,,
2018,6,29,21,5472,,
2018,6,29,22,5376,,
2018,6,29,23,5064,,
2018,6,29,24,4680,,
2018,6,30,1,4272,,
2018,6,30,2,3912,,
2018,6,30,3,3384,,
2018,6,30,4,3288,,
2018,6,30,5,3264,,
2018,6,30,6,3216,,
2018,6,30,7,3240,,
2018,6,30,8,3888,,
2018,6,30,9,4200,,
2018,6,30,10,4272,,
2018,6,30,11,4536,,
2018,6,30,12,4920,,
2018,6,30,13,5304,,
2018,6,30,14,5328,,
2018,6,30,15,5352,,
2018,6,30,16,5424,,
2018,6,30,17,5496,,
2018,6,30,18,5544,,
2018,6,30,19,5496,,
2018,6,30,20,5448,,
2018,6,30,21,5088,,
2018,6,30,22,4992,,
2018,6,30,23,4824,,
2018,6,30,24,4872,,
2018,7,1,1,4680,,
2018,7,1,2,4344,,
2018,7,1,3,3816,,
2018,7,1,4,3696,,
2018,7,1,5,3648,,
2018,7,1,6,3600,,
2018,7,1,7,3456,,
2018,7,1,8,3816,,
2018,7,1,9,4392,,
2018,7,1,10,4944,,
2018,7,1,11,5256,,
2018,7,1,12,5496,,
2018,7,1,13,5448,,
2018,7,1,14,5448,,
2018,7,1,15,5640,,
2018,7,1,16,5664,,
2018,7,1,17,5760,,
2018,7,1,18,5520,,
2018,7,1,19,5472,,
2018,7,1,20,5472,,
2018,7,1,21,5400,,
2018,7,1,22,5304,,
2018,7,1,23,4824,,
2018,7,1,24,4824,,
2018,7,2,1,4536,,
2018,7,2,2,4032,,
2018,7,2,3,3600,,
2018,7,2,4,3528,,
2018,7,2,5,3528,,
2018,7,2,6,3672,,
2018,7,2,7,3888,,
2018,7,2,8,4152,,
2018,7,2,9,4560,,
2018,7,2,10,5328,,
2018,7,2,11,5616,,
2018,7,2,12,5928,,
2018,7,2,13,5904,,
2018,7,2,14,6048,,
2018,7,2,15,6096,,
2018,7,2,16,6024,,
2018,7,2,17,5952,,
2018,7,2,18,5784,,
2018,7,2,19,5808,,
2018,7,2,20,5712,,
2018,7,2,21,5760,,
2018,7,2,22,5808,,
2018,7,2,23,5472,,
2018,7,2,24,5016,,
2018,7,3,1,4656,,
2018,7,3,2,4032,,
2018,7,3,3,3696,,
2018,7,3,4,3552,,
2018,7,3,5,3504,,
2018,7,3,6,3504,,
2018,7,3,7,3768,,
2018,7,3,8,3960,,
2018,7,3,9,4416,,
2018,7,3,10,4968,,
2018,7,3,11,5496,,
2018,7,3,12,5904,,
2018,7,3,13,5976,,
2018,7,3,14,5952,,
2018,7,3,15,6120,,
2018,7,3,16,6096,,
2018,7,3,17,6144,,
2018,7,3,18,5952,,
2018,7,3,19,5904,,
2018,7,3,20,5688,,
2018,7,3,21,5520,,
2018,7,3,22,5400,,
2018,7,3,23,5160,,
2018,7,3,24,4608,,
2018,7,4,1,4176,,
2018,7,4,2,3600,,
2018,7,4,3,3456,,
2018,7,4,4,3336,,
2018,7,4,5,3288,,
2018,7,4,6,3240,,
2018,7,4,7,3264,,
2018,7,4,8,3840,,
2018,7,4,9,4584,,
2018,7,4,10,4944,,
2018,7,4,11,5040,,
2018,7,4,12,5304,,
2018,7,4,13,5376,,
2018,7,4,14,5400,,
2018,7,4,15,5520,,
2018,7,4,16,5400,,
2018,7,4,17,5592,,
2018,7,4,18,5736,,
2018,7,4,19,5520,,
2018,7,4,20,5352,,
2018,7,4,21,5040,,
2018,7,4,22,5088,,
2018,7,4,23,4920,,
2018,7,4,24,4656,,
2018,7,5,1,4320,,
2018,7,5,2,3912,,
2018,7,5,3,3456,,
2018,7,5,4,3336,,
2018,7,5,5,3432,,
2018,7,5,6,3432,,
2018,7,5,7,3696,,
2018,7,5,8,4368,,
2018,7,5,9,4872,,
2018,7,5,10,5160,,
2018,7,5,11,5280,,
2018,7,5,12,5568,,
2018,7,5,13,5616,,
2018,7,5,14,5568,,
2018,7,5,15,5712,,
2018,7,5,16,5616,,
2018,7,5,17,5592,,
2018,7,5,18,5688,,
2018,7,5,19,5664,,
2018,7,5,20,5568,,
2018,7,5,21,5424,,
2018,7,5,22,5448,,
2018,7,5,23,5088,,
2018,7,5,24,4776,,
2018,7,6,1,4416,,
2018,7,6,2,4056,,
2018,7,6,3,3384,,
2018,7,6,4,3384,,
2018,7,6,5,3384,,
2018,7,6,6,3432,,
2018,7,6,7,3648,,
2018,7,6,8,4272,,
2018,7,6,9,4920,,
2018,7,6,10,5208,,
2018,7,6,11,5352,,
2018,7,6,12,5472,,
2018,7,6,13,5520,,
2018,7,6,14,5832,,
2018,7,6,15,5808,,
2018,7,6,16,5448,,
2018,7,6,17,5184,,
2018,7,6,18,5256,,
2018,7,6,19,5112,,
2018,7,6,20,5112,,
2018,7,6,21,4944,,
2018,7,6,22,4944,,
2018,7,6,23,4680,,
2018,7,6,24,4440,,
2018,7,7,1,3792,,
2018,7,7,2,3432,,
2018,7,7,3,3312,,
2018,7,7,4,3360,,
2018,7,7,5,3360,,
2018,7,7,6,3264,,
2018,7,7,7,3360,,
2018,7,7,8,3888,,
2018,7,7,9,4032,,
2018,7,7,10,4200,,
2018,7,7,11,4224,,
2018,7,7,12,4224,,
2018,7,7,13,4272,,
2018,7,7,14,4200,,
2018,7,7,15,4368,,
2018,7,7,16,4344,,
2018,7,7,17,4416,,
2018,7,7,18,4464,,
2018,7,7,19,4416,,
2018,7,7,20,4344,,
2018,7,7,21,4248,,
2018,7,7,22,4320,,
2018,7,7,23,4200,,
2018,7,7,24,4008,,
2018,7,8,1,3720,,
2018,7,8,2,3360,,
2018,7,8,3,3096,,
2018,7,8,4,3024,,
2018,7,8,5,3072,,
2018,7,8,6,3048,,
2018,7,8,7,3000,,
2018,7,8,8,3168,,
2018,7,8,9,3744,,
2018,7,8,10,4056,,
2018,7,8,11,4152,,
2018,7,8,12,4152,,
2018,7,8,13,4344,,
2018,7,8,14,4416,,
2018,7,8,15,4464,,
2018,7,8,16,4512,,
2018,7,8,17,4728,,
2018,7,8,18,4632,,
2018,7,8,19,4416,,
2018,7,8,20,4272,,
2018,7,8,21,4248,,
2018,7,8,22,4248,,
2018,7,8,23,4104,,
2018,7,8,24,3888,,
2018,7,9,1,3576,,
2018,7,9,2,3432,,
2018,7,9,3,3120,,
2018,7,9,4,2976,,
2018,7,9,5,2904,,
2018,7,9,6,3072,,
2018,7,9,7,3264,,
2018,7,9,8,3816,,
2018,7,9,9,3936,,
2018,7,9,10,4200,,
2018,7,9,11,4416,,
2018,7,9,12,4488,,
2018,7,9,13,4560,,
2018,7,9,14,4584,,
2018,7,9,15,4704,,
2018,7,9,16,4776,,
2018,7,9,17,4896,,
2018,7,9,18,4752,,
2018,7,9,19,4896,,
2018,7,9,20,4728,,
2018,7,9,21,4392,,
2018,7,9,22,4416,,
2018,7,9,23,4176,,
2018,7,9,24,3816,,
2018,7,10,1,3528,,
2018,7,10,2,3168,,
2018,7,10,3,2976,,
2018,7,10,4,3000,,
2018,7,10,5,3000,,
2018,7,10,6,3072,,
2018,7,10,7,3216,,
2018,7,10,8,3888,,
2018,7,10,9,4248,,
2018,7,10,10,4512,,
2018,7,10,11,4608,,
2018,7,10,12,4872,,
2018,7,10,13,5088,,
2018,7,10,14,5160,,
2018,7,10,15,5232,,
2018,7,10,16,5352,,
2018,7,10,17,5424,,
2018,7,10,18,5496,,
2018,7,10,19,5496,,
2018,7,10,20,5328,,
2018,7,10,21,5040,,
2018,7,10,22,4992,,
2018,7,10,23,4752,,
2018,7,10,24,4608,,
2018,7,11,1,4008,,
2018,7,11,2,3480,,
2018,7,11,3,3192,,
2018,7,11,4,3168,,
2018,7,11,5,3072,,
2018,7,11,6,3120,,
2018,7,11,7,3408,,
2018,7,11,8,4128,,
2018,7,11,9,4560,,
2018,7,11,10,4800,,
2018,7,11,11,4848,,
2018,7,11,12,5256,,
2018,7,11,13,5448,,
2018,7,11,14,5568,,
2018,7,11,15,5832,,
2018,7,11,16,5832,,
2018,7,11,17,5784,,
2018,7,11,18,5760,,
2018,7,11,19,5808,,
2018,7,11,20,5616,,
2018,7,11,21,5376,,
2018,7,11,22,5232,,
2018,7,11,23,4824,,
2018,7,11,24,4608,,
2018,7,12,1,4248,,
2018,7,12,2,3960,,
2018,7,12,3,3600,,
2018,7,12,4,3576,,
2018,7,12,5,3384,,
2018,7,12,6,3456,,
2018,7,12,7,3672,,
2018,7,12,8,4368,,
2018,7,12,9,4560,,
2018,7,12,10,4560,,
2018,7,12,11,4704,,
2018,7,12,12,4848,,
2018,7,12,13,4992,,
2018,7,12,14,5208,,
2018,7,12,15,5400,,
2018,7,12,16,5304,,
2018,7,12,17,5400,,
2018,7,12,18,5352,,
2018,7,12,19,5256,,
2018,7,12,20,5112,,
2018,7,12,21,4968,,
2018,7,12,22,4824,,
2018,7,12,23,4536,,
2018,7,12,24,4392,,
2018,7,13,1,4104,,
2018,7,13,2,3696,,
2018,7,13,3,3240,,
2018,7,13,4,3264,,
2018,7,13,5,3240,,
2018,7,13,6,3360,,
2018,7,13,7,3504,,
2018,7,13,8,3816,,
2018,7,13,9,4344,,
2018,7,13,10,4464,,
2018,7,13,11,4848,,
2018,7,13,12,5016,,
2018,7,13,13,5136,,
2018,7,13,14,5160,,
2018,7,13,15,5328,,
2018,7,13,16,5400,,
2018,7,13,17,5352,,
2018,7,13,18,5160,,
2018,7,13,19,5112,,
2018,7,13,20,4968,,
2018,7,13,21,4824,,
2018,7,13,22,4776,,
2018,7,13,23,4464,,
2018,7,13,24,4152,,
2018,7,14,1,3960,,
2018,7,14,2,3864,,
2018,7,14,3,3384,,
2018,7,14,4,3240,,
2018,7,14,5,3000,,
2018,7,14,6,3072,,
2018,7,14,7,2976,,
2018,7,14,8,3288,,
2018,7,14,9,4080,,
2018,7,14,10,4272,,
2018,7,14,11,4536,,
2018,7,14,12,4656,,
2018,7,14,13,4536,,
2018,7,14,14,4680,,
2018,7,14,15,4704,,
2018,7,14,16,4800,,
2018,7,14,17,4872,,
2018,7,14,18,4944,,
2018,7,14,19,5040,,
2018,7,14,20,4848,,
2018,7,14,21,4752,,
2018,7,14,22,4608,,
2018,7,14,23,4272,,
2018,7,14,24,4080,,
2018,7,15,1,3888,,
2018,7,15,2,3432,,
2018,7,15,3,3192,,
2018,7,15,4,3192,,
2018,7,15,5,3192,,
2018,7,15,6,3216,,
2018,7,15,7,3216,,
2018,7,15,8,3720,,
2018,7,15,9,4008,,
2018,7,15,10,4320,,
2018,7,15,11,4560,,
2018,7,15,12,4848,,
2018,7,15,13,4968,,
2018,7,15,14,5136,,
2018,7,15,15,5208,,
2018,7,15,16,5280,,
2018,7,15,17,5352,,
2018,7,15,18,5472,,
2018,7,15,19,5376,,
2018,7,15,20,5136,,
2018,7,15,21,4872,,
2018,7,15,22,4944,,
2018,7,15,23,4632,,
2018,7,15,24,4368,,
2018,7,16,1,3912,,
2018,7,16,2,3384,,
2018,7,16,3,3336,,
2018,7,16,4,3288,,
2018,7,16,5,3264,,
2018,7,16,6,3360,,
2018,7,16,7,3600,,
2018,7,16,8,4296,,
2018,7,16,9,4656,,
2018,7,16,10,4680,,
2018,7,16,11,4752,,
2018,7,16,12,5016,,
2018,7,16,13,5256,,
2018,7,16,14,5448,,
2018,7,16,15,5664,,
2018,7,16,16,5664,,
2018,7,16,17,5664,,
2018,7,16,18,5544,,
2018,7,16,19,5472,,
2018,7,16,20,5400,,
2018,7,16,21,5328,,
2018,7,16,22,5184,,
2018,7,16,23,4824,,
2018,7,16,24,4632,,
2018,7,17,1,4224,,
2018,7,17,2,3792,,
2018,7,17,3,3504,,
2018,7,17,4,3552,,
2018,7,17,5,3408,,
2018,7,17,6,3480,,
2018,7,17,7,3720,,
2018,7,17,8,4560,,
2018,7,17,9,5016,,
2018,7,17,10,5304,,
2018,7,17,11,5616,,
2018,7,17,12,5760,,
2018,7,17,13,5976,,
2018,7,17,14,5808,,
2018,7,17,15,6048,,
2018,7,17,16,5904,,
2018,7,17,17,5784,,
2018,7,17,18,5664,,
2018,7,17,19,5616,,
2018,7,17,20,5544,,
2018,7,17,21,5304,,
2018,7,17,22,5112,,
2018,7,17,23,4848,,
2018,7,17,24,4752,,
2018,7,18,1,4296,,
2018,7,18,2,3768,,
2018,7,18,3,3600,,
2018,7,18,4,3552,,
2018,7,18,5,3504,,
2018,7,18,6,3528,,
2018,7,18,7,3600,,
2018,7,18,8,4200,,
2018,7,18,9,4608,,
2018,7,18,10,4944,,
2018,7,18,11,4824,,
2018,7,18,12,5112,,
2018,7,18,13,5184,,
2018,7,18,14,5184,,
2018,7,18,15,5256,,
2018,7,18,16,5376,,
2018,7,18,17,5304,,
2018,7,18,18,5352,,
2018,7,18,19,5376,,
2018,7,18,20,5208,,
2018,7,18,21,5040,,
2018,7,18,22,4800,,
2018,7,18,23,4392,,
2018,7,18,24,4344,,
2018,7,19,1,3984,,
2018,7,19,2,3792,,
2018,7,19,3,3216,,
2018,7,19,4,3096,,
2018,7,19,5,3096,,
2018,7,19,6,3168,,
2018,7,19,7,3336,,
2018,7,19,8,3840,,
2018,7,19,9,4488,,
2018,7,19,10,4752,,
2018,7,19,11,4872,,
2018,7,19,12,5928,,
2018,7,19,13,4800,,
2018,7,19,14,4944,,
2018,7,19,15,5880,,
2018,7,19,16,5232,,
2018,7,19,17,5280,,
2018,7,19,18,4968,,
2018,7,19,19,4872,,
2018,7,19,20,4824,,
2018,7,19,21,4872,,
2018,7,19,22,4824,,
2018,7,19,23,4584,,
2018,7,19,24,4272,,
2018,7,20,1,3864,,
2018,7,20,2,3456,,
2018,7,20,3,3216,,
2018,7,20,4,3192,,
2018,7,20,5,3216,,
2018,7,20,6,3312,,
2018,7,20,7,3552,,
2018,7,20,8,4152,,
2018,7,20,9,4488,,
2018,7,20,10,5016,,
2018,7,20,11,6240,,
2018,7,20,12,5664,,
2018,7,20,13,5256,,
2018,7,20,14,5712,,
2018,7,20,15,6456,,
2018,7,20,16,5688,,
2018,7,20,17,5544,,
2018,7,20,18,5160,,
2018,7,20,19,4992,,
2018,7,20,20,5064,,
2018,7,20,21,4968,,
2018,7,20,22,5040,,
2018,7,20,23,4824,,
2018,7,20,24,4680,,
2018,7,21,1,4344,,
2018,7,21,2,4104,,
2018,7,21,3,3672,,
2018,7,21,4,3408,,
2018,7,21,5,3312,,
2018,7,21,6,3264,,
2018,7,21,7,3144,,
2018,7,21,8,3072,,
2018,7,21,9,3168,,
2018,7,21,10,3888,,
2018,7,21,11,3792,,
2018,7,21,12,3384,,
2018,7,21,13,3576,,
2018,7,21,14,3672,,
2018,7,21,15,3672,,
2018,7,21,16,3720,,
2018,7,21,17,3528,,
2018,7,21,18,3504,,
2018,7,21,19,3480,,
2018,7,21,20,3456,,
2018,7,21,21,3360,,
2018,7,21,22,3360,,
2018,7,21,23,3216,,
2018,7,21,24,3072,,
2018,7,22,1,2928,,
2018,7,22,2,2856,,
2018,7,22,3,2880,,
2018,7,22,4,2880,,
2018,7,22,5,2880,,
2018,7,22,6,2856,,
2018,7,22,7,2808,,
2018,7,22,8,2880,,
2018,7,22,9,3000,,
2018,7,22,10,3144,,
2018,7,22,11,3312,,
2018,7,22,12,3432,,
2018,7,22,13,3792,,
2018,7,22,14,3936,,
2018,7,22,15,3960,,
2018,7,22,16,3720,,
2018,7,22,17,3768,,
2018,7,22,18,3792,,
2018,7,22,19,3816,,
2018,7,22,20,3744,,
2018,7,22,21,3744,,
2018,7,22,22,3720,,
2018,7,22,23,3648,,
2018,7,22,24,3624,,
2018,7,23,1,3528,,
2018,7,23,2,3384,,
2018,7,23,3,3336,,
2018,7,23,4,3192,,
2018,7,23,5,3144,,
2018,7,23,6,3312,,
2018,7,23,7,3672,,
2018,7,23,8,4296,,
2018,7,23,9,4440,,
2018,7,23,10,4896,,
2018,7,23,11,4992,,
2018,7,23,12,5136,,
2018,7,23,13,5112,,
2018,7,23,14,5208,,
2018,7,23,15,5472,,
2018,7,23,16,5640,,
2018,7,23,17,5688,,
2018,7,23,18,5352,,
2018,7,23,19,5376,,
2018,7,23,20,5232,,
2018,7,23,21,5088,,
2018,7,23,22,5016,,
2018,7,23,23,4776,,
2018,7,23,24,4680,,
2018,7,24,1,4392,,
2018,7,24,2,4176,,
2018,7,24,3,3600,,
2018,7,24,4,3480,,
2018,7,24,5,3504,,
2018,7,24,6,3624,,
2018,7,24,7,4008,,
2018,7,24,8,4200,,
2018,7,24,9,4848,,
2018,7,24,10,4992,,
2018,7,24,11,5016,,
2018,7,24,12,5184,,
2018,7,24,13,5112,,
2018,7,24,14,5208,,
2018,7,24,15,5280,,
2018,7,24,16,5376,,
2018,7,24,17,5376,,
2018,7,24,18,5112,,
2018,7,24,19,5040,,
2018,7,24,20,4968,,
2018,7,24,21,4992,,
2018,7,24,22,4920,,
2018,7,24,23,4656,,
2018,7,24,24,4584,,
2018,7,25,1,4488,,
2018,7,25,2,4128,,
2018,7,25,3,3528,,
2018,7,25,4,3456,,
2018,7,25,5,3408,,
2018,7,25,6,3504,,
2018,7,25,7,3816,,
2018,7,25,8,4416,,
2018,7,25,9,4632,,
2018,7,25,10,5016,,
2018,7,25,11,4920,,
2018,7,25,12,5184,,
2018,7,25,13,5088,,
2018,7,25,14,5232,,
2018,7,25,15,5328,,
2018,7,25,16,5568,,
2018,7,25,17,5592,,
2018,7,25,18,5280,,
2018,7,25,19,5112,,
2018,7,25,20,4800,,
2018,7,25,21,4752,,
2018,7,25,22,4680,,
2018,7,25,23,4464,,
2018,7,25,24,4272,,
2018,7,26,1,4224,,
2018,7,26,2,3960,,
2018,7,26,3,3480,,
2018,7,26,4,3312,,
2018,7,26,5,3384,,
